Date,Content,Video title,Video publish time,Duration,Subscribers gained
2025-12-11,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-12,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-13,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-14,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-15,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-16,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-17,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-18,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-19,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-20,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-21,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-22,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-23,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-24,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,1
2025-12-25,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,2
2025-12-26,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,3
2025-12-27,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-28,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-29,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-30,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-12-31,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-01,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-02,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-03,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-04,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-05,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-06,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-07,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-08,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-09,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-10,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-11,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-12,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-13,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-14,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-15,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-16,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-17,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-18,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-19,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-20,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-21,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-22,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-23,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-24,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-25,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-26,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-27,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-28,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-29,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-30,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-01-31,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-01,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-02,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-03,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-04,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-05,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-06,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-07,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-08,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-09,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-10,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-11,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-12,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-13,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-14,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-15,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2026-02-16,NA2ZvoTvR6c,"If you can survive this, you can survive anything!","Dec 22, 2025",8,0
2025-10-26,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-10-27,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-10-28,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-10-29,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-10-30,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-10-31,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-01,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-02,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-03,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-04,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-05,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-06,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-07,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-08,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-09,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-10,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-11,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,1
2025-11-12,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,3
2025-11-13,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,25
2025-11-14,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,36
2025-11-15,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,52
2025-11-16,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,42
2025-11-17,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,41
2025-11-18,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,21
2025-11-19,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,31
2025-11-20,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,32
2025-11-21,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,13
2025-11-22,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,7
2025-11-23,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,5
2025-11-24,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,6
2025-11-25,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,12
2025-11-26,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,4
2025-11-27,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-11-28,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,6
2025-11-29,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,18
2025-11-30,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,14
2025-12-01,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,20
2025-12-02,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,7
2025-12-03,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,17
2025-12-04,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,8
2025-12-05,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,6
2025-12-06,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-12-07,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,5
2025-12-08,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,2
2025-12-09,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,4
2025-12-10,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,5
2025-12-11,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,16
2025-12-12,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,7
2025-12-13,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,11
2025-12-14,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,2
2025-12-15,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,5
2025-12-16,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,3
2025-12-17,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,3
2025-12-18,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,4
2025-12-19,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,2
2025-12-20,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,6
2025-12-21,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,7
2025-12-22,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,9
2025-12-23,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,4
2025-12-24,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,4
2025-12-25,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,6
2025-12-26,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,10
2025-12-27,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,3
2025-12-28,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,3
2025-12-29,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-12-30,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,1
2025-12-31,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,1
2026-01-01,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,1
2026-01-02,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-03,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,1
2026-01-04,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-05,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,1
2026-01-06,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,1
2026-01-07,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-08,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-09,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,3
2026-01-10,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,3
2026-01-11,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,2
2026-01-12,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-13,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-14,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-15,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-16,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-17,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-18,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-19,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-20,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-21,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-22,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-23,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-24,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-25,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-26,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-27,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-28,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-29,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-30,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-01-31,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-01,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-02,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-03,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-04,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-05,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-06,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-07,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-08,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-09,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-10,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-11,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-12,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-13,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-14,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-15,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2026-02-16,VE6EZGr29NA,Chikiri 👌 Lyrics💀,"Nov 11, 2025",16,0
2025-10-26,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-10-27,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-10-28,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-10-29,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-10-30,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-10-31,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-01,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-02,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-03,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-04,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-05,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-06,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-07,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-08,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-09,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-10,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-11,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-12,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-13,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-14,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-15,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-16,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-17,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-18,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-19,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-20,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-21,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-22,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-23,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-24,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-25,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-26,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-27,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-28,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-29,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-11-30,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-01,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-02,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-03,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-04,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,5
2025-12-05,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,3
2025-12-06,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,2
2025-12-07,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-08,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-09,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-10,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-11,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-12,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-13,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-14,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-15,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-16,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-17,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-18,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-19,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-20,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-21,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-22,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-23,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-24,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-25,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-26,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-27,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-28,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-29,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-30,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2025-12-31,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-01,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-02,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-03,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-04,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-05,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-06,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-07,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-08,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-09,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-10,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-11,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-12,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-13,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-14,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-15,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-16,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-17,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-18,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-19,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-20,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-21,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-22,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-23,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-24,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-25,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-26,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-27,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-28,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-29,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-30,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-01-31,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-01,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-02,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-03,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-04,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-05,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-06,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-07,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-08,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-09,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-10,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-11,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-12,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-13,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-14,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-15,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
2026-02-16,irfyNRSMh88,ME IN 2025,"Dec 3, 2025",12,0
